category,customer_state,orders,reviews,rating,low_rate,low_count,late_rate,late_count,deliveries,one_star,delivery_time,value,freight,merchandise,sellers,freight_burden,review_coverage,distance,local_sellers,orders_per_local_seller,demand_pressure,no_local_supply
Baby,GO,52,52,4.096153846153846,15.384615384615385,8.0,5.769230769230769,3.0,52,6.0,15.059718438390313,11106.67,1606.6,9500.07,33,16.911454336652255,100.0,768.9885461288527,1,52.0,26.0,Observed local supply
Cool Stuff,CE,47,46,4.217391304347826,13.043478260869565,6.0,4.25531914893617,2.0,47,5.0,17.336355890464933,13935.39,1929.98,12005.41,25,16.0759191064695,97.87234042553192,2187.2023863750314,1,47.0,23.5,Observed local supply
Cool Stuff,MT,44,44,4.4772727272727275,4.545454545454546,2.0,4.545454545454546,2.0,44,2.0,17.82164851641414,8523.130000000001,1179.51,7343.62,21,16.0616970921698,100.0,1383.1159755223578,1,44.0,22.0,Observed local supply
Fashion Bags Accessories,GO,44,44,4.090909090909091,6.8181818181818175,3.0,4.545454545454546,2.0,44,1.0,14.344417350589225,3943.16,822.46,3120.7,23,26.354984458615053,100.0,788.7793980924773,1,44.0,22.0,Observed local supply
Housewares,CE,44,44,4.25,15.909090909090908,7.0,9.090909090909092,4.0,44,2.0,20.070077072811447,8993.99,2035.93,6958.06,31,29.260023627275416,100.0,2338.4436195737458,1,44.0,22.0,Observed local supply
Kitchen Dining Laundry Garden Furniture,RJ,42,41,3.926829268292683,14.634146341463413,6.0,7.142857142857142,3.0,42,6.0,15.049966104497354,9738.78,2380.44,7358.34,22,32.35023116626848,97.61904761904762,553.7728889368914,1,42.0,21.0,Observed local supply
Stationery,GO,42,42,4.190476190476191,11.904761904761903,5.0,9.523809523809524,4.0,42,5.0,16.76649002425044,5556.8,1002.96,4553.84,19,22.024489222282735,100.0,759.1886247863242,1,42.0,21.0,Observed local supply
Watches Gifts,PB,41,41,4.170731707317073,12.195121951219512,5.0,4.878048780487805,2.0,41,4.0,21.071373644986448,14544.56,1441.58,13102.98,14,11.00192475299512,100.0,2099.931262864656,1,41.0,20.5,Observed local supply
Office Furniture,SC,40,40,3.65,22.5,9.0,5.0,2.0,40,8.0,22.572747974537037,11930.77,2631.6,9299.17,9,28.299299829984825,100.0,564.8182778851776,1,40.0,20.0,Observed local supply
Fashion Bags Accessories,DF,39,39,4.0256410256410255,15.384615384615385,6.0,10.256410256410255,4.0,39,4.0,12.617290479582147,3817.5,669.41,3148.09,18,21.264004523377665,100.0,777.0948941995865,1,39.0,19.5,Observed local supply
Food Drink,RJ,39,39,4.256410256410256,10.256410256410255,4.0,15.384615384615385,6.0,39,3.0,15.20679427825261,3644.44,938.84,2705.6,12,34.69988172678888,100.0,465.1128938836054,1,39.0,19.5,Observed local supply
Construction Tools Lights,MG,36,35,4.228571428571429,11.428571428571429,4.0,5.555555555555555,2.0,36,3.0,11.301445151748972,7674.12,1406.97,6267.15,11,22.44991742658146,97.22222222222223,545.2944382301504,1,36.0,18.0,Observed local supply
Computers Accessories,SE,33,33,4.393939393939394,9.090909090909092,3.0,3.0303030303030303,1.0,33,1.0,16.224185956790123,4988.35,935.45,4052.9,19,23.08100372572726,100.0,1317.0389397178178,1,33.0,16.5,Observed local supply
Consoles Games,SC,33,33,3.878787878787879,15.151515151515152,5.0,15.151515151515152,5.0,33,2.0,18.364345538720542,5043.67,656.14,4387.53,13,14.954655580702584,100.0,656.3230192834604,1,33.0,16.5,Observed local supply
Audio,MG,32,32,3.78125,25.0,8.0,6.25,2.0,32,7.0,13.390060402199074,6118.06,588.97,5529.09,13,10.652204974055406,100.0,507.16637039577796,1,32.0,16.0,Observed local supply
Baby,MT,32,32,4.0625,9.375,3.0,0.0,0.0,32,2.0,14.486846788194445,7769.259999999999,937.63,6831.63,19,13.724835800533693,100.0,1287.2534108020268,1,32.0,16.0,Observed local supply
Market Place,RJ,32,32,3.625,21.875,7.0,9.375,3.0,32,7.0,15.170902416087962,3197.61,585.77,2611.84,13,22.42748407253124,100.0,480.3153605277931,1,32.0,16.0,Observed local supply
Toys,MS,32,32,3.875,15.625,5.0,9.375,3.0,32,5.0,16.59148582175926,4320.33,762.56,3557.77,23,21.433650854327286,100.0,852.8158411190034,1,32.0,16.0,Observed local supply
Baby,CE,30,30,3.6333333333333333,20.0,6.0,16.666666666666664,5.0,30,4.0,23.73074189814815,5684.66,1136.42,4548.24,22,24.985928622939866,100.0,2169.552738641399,1,30.0,15.0,Observed local supply
Health Beauty,BA,319,317,3.914826498422713,17.665615141955836,56.0,14.420062695924765,46.0,319,46.0,19.453857831185417,58620.07,8664.95,49955.12,113,17.34546929323761,99.3730407523511,1355.1457532258846,2,159.5,106.33333333333333,Observed local supply
Sports Leisure,BA,250,247,3.967611336032389,17.813765182186234,44.0,11.600000000000001,29.0,250,38.0,18.763018194444445,44410.84,7400.78,37010.06,108,19.996671175350702,98.8,1402.784135507318,2,125.0,83.33333333333333,Observed local supply
Watches Gifts,BA,214,213,3.9342723004694835,16.431924882629108,35.0,11.682242990654206,25.0,214,27.0,18.741889224212528,50254.7,4623.18,45631.52,35,10.13154942022532,99.53271028037383,1381.9376492040328,2,107.0,71.33333333333333,Observed local supply
Bed Bath Table,DF,170,169,3.905325443786982,19.526627218934912,33.0,8.823529411764707,15.0,170,24.0,14.673901075708061,20156.15,4008.43,16147.720000000001,55,24.823504494752196,99.41176470588235,739.4726569693893,2,85.0,56.666666666666664,Observed local supply
Watches Gifts,SC,163,162,4.2407407407407405,9.876543209876543,16.0,4.9079754601226995,8.0,163,11.0,14.280569117814133,36202.5,2972.17,33230.33,29,8.944148312701078,99.38650306748467,538.661513129096,2,81.5,54.333333333333336,Observed local supply
Health Beauty,CE,152,151,3.9139072847682117,17.218543046357617,26.0,17.105263157894736,26.0,152,21.0,22.719249360380115,37086.16,5541.66,31544.5,56,17.567753491099875,99.34210526315789,2098.3530515408484,2,76.0,50.666666666666664,Observed local supply
Office Furniture,MG,134,132,3.522727272727273,24.242424242424242,32.0,2.2388059701492535,3.0,134,25.0,19.211047367330018,35853.82,7703.58,28150.24,14,27.365947856927686,98.50746268656717,475.18259052363294,2,67.0,44.666666666666664,Observed local supply
Sports Leisure,PE,127,126,4.079365079365079,13.492063492063492,17.0,7.086614173228346,9.0,127,14.0,18.049989428404782,22768.36,4522.85,18245.510000000002,78,24.788838459434675,99.21259842519684,2007.9046915283564,2,63.5,42.333333333333336,Observed local supply
Consoles Games,RJ,125,122,4.155737704918033,13.934426229508196,17.0,10.4,13.0,125,15.0,15.66065851851852,18679.0,2275.45,16403.55,33,13.871692408045819,97.6,665.811642044617,2,62.5,41.666666666666664,Observed local supply
Furniture Decor,DF,108,108,4.194444444444445,12.037037037037036,13.0,10.185185185185185,11.0,108,9.0,14.249013203017832,15299.83,3279.02,12020.81,59,27.277862307115747,100.0,866.1690299097972,2,54.0,36.0,Observed local supply
Furniture Living Room,RJ,94,93,3.924731182795699,16.129032258064516,15.0,11.702127659574469,11.0,94,10.0,14.21203949960599,20724.71,4204.35,16520.36,25,25.44950594296977,98.93617021276596,402.32168074975465,2,47.0,31.333333333333332,Observed local supply
Home Appliances,MG,84,84,3.8333333333333335,21.428571428571427,18.0,4.761904761904762,4.0,84,16.0,11.133325203924162,7063.9,1626.28,5437.62,18,29.907937663904427,100.0,535.3108952943605,2,42.0,28.0,Observed local supply
Auto,PE,75,75,4.12,17.333333333333336,13.0,9.333333333333334,7.0,75,12.0,16.417888271604937,13537.25,2602.89,10934.36,43,23.80468541368676,100.0,2047.9051479002349,2,37.5,25.0,Observed local supply
Garden Tools,GO,75,74,4.243243243243243,9.45945945945946,7.0,6.666666666666667,5.0,75,5.0,15.608730555555555,17873.64,2840.17,15033.47,28,18.892311622000776,98.66666666666667,711.1057466418074,2,37.5,25.0,Observed local supply
Baby,DF,66,65,3.646153846153846,29.230769230769234,19.0,13.636363636363635,9.0,66,15.0,14.533431537598204,10210.6,1589.23,8621.37,40,18.433613219244734,98.48484848484848,790.9706336612327,2,33.0,22.0,Observed local supply
Furniture Decor,CE,64,64,3.640625,23.4375,15.0,9.375,6.0,64,12.0,21.135891927083332,11192.44,2685.1,8507.34,38,31.562156913911988,100.0,2225.245434474722,2,32.0,21.333333333333332,Observed local supply
Cool Stuff,ES,63,63,4.444444444444445,3.1746031746031744,2.0,9.523809523809524,6.0,63,2.0,15.375739638447971,12487.14,1577.31,10909.83,34,14.457695491130476,100.0,880.2567715659383,2,31.5,21.0,Observed local supply
Luggage Accessories,RS,55,55,4.3090909090909095,10.909090909090908,6.0,1.8181818181818181,1.0,55,4.0,13.735173821548821,8531.11,1761.06,6770.05,17,26.012510985886365,100.0,883.2978201250503,2,27.5,18.333333333333332,Observed local supply
Auto,CE,53,53,3.6037735849056602,20.754716981132077,11.0,18.867924528301888,10.0,53,10.0,21.34880066387142,14246.02,2439.72,11806.3,33,20.664560446541252,100.0,2205.1116936485387,2,26.5,17.666666666666668,Observed local supply
Unknown,GO,50,50,4.06,20.0,10.0,12.0,6.0,50,6.0,18.279781018518516,9535.89,1005.78,8530.11,26,11.790938217678319,100.0,771.4240488199508,2,25.0,16.666666666666668,Observed local supply
Stationery,ES,47,47,4.276595744680851,8.51063829787234,4.0,6.382978723404255,3.0,47,1.0,14.08922330575256,6542.05,1038.69,5503.36,22,18.87374258634725,100.0,704.9353518976235,2,23.5,15.666666666666666,Observed local supply
Telephony,RS,247,246,4.146341463414634,10.569105691056912,26.0,2.834008097165992,7.0,247,18.0,14.929091505473084,23061.25,4842.62,18218.63,42,26.580593601165397,99.59514170040485,925.3425022732542,3,82.33333333333333,61.75,Observed local supply
Telephony,BA,220,219,3.671232876712329,23.28767123287671,51.0,15.454545454545453,34.0,220,41.0,19.27332617845118,24578.46,4415.91,20162.55,40,21.901545191456435,99.54545454545455,1173.6453541275973,3,73.33333333333333,55.0,Observed local supply
Computers Accessories,ES,137,134,4.044776119402985,16.417910447761194,22.0,8.02919708029197,11.0,137,16.0,16.110435421735602,17621.74,3197.56,14424.18,62,22.168053920569484,97.81021897810218,787.8951418763187,3,45.666666666666664,34.25,Observed local supply
Furniture Decor,ES,114,113,4.150442477876106,13.274336283185843,15.0,9.649122807017543,11.0,114,11.0,15.390598907569851,16320.37,3407.65,12912.72,53,26.38986983377631,99.12280701754386,827.8968814820902,3,38.0,28.5,Observed local supply
Electronics,SC,112,110,4.1,14.545454545454545,16.0,8.035714285714286,9.0,112,11.0,14.459140521660052,10449.24,2166.78,8282.460000000001,30,26.16106808846647,98.21428571428571,501.4222156146875,3,37.333333333333336,28.0,Observed local supply
Housewares,ES,101,99,4.1313131313131315,13.131313131313133,13.0,14.85148514851485,15.0,101,13.0,16.586828016134948,14392.39,2882.93,11509.460000000001,67,25.04835152995883,98.01980198019803,831.0041057267833,3,33.666666666666664,25.25,Observed local supply
Computers Accessories,PE,100,100,4.08,14.000000000000002,14.0,8.0,8.0,100,11.0,16.490179976851852,15923.86,2940.95,12982.91,46,22.652471595351116,100.0,1694.2458030124772,3,33.333333333333336,25.0,Observed local supply
Housewares,GO,98,98,4.214285714285714,10.204081632653061,10.0,3.061224489795918,3.0,98,8.0,14.427669831821618,18489.6,3756.3,14733.3,66,25.495306550467312,100.0,776.087389065793,3,32.666666666666664,24.5,Observed local supply
Toys,DF,89,89,4.123595505617978,12.359550561797752,11.0,3.3707865168539324,3.0,89,8.0,11.555663233458178,13328.33,1991.47,11336.86,49,17.566327889733135,100.0,895.7628516049444,3,29.666666666666668,22.25,Observed local supply
Cool Stuff,GO,83,82,4.2682926829268295,10.975609756097562,9.0,2.4096385542168677,2.0,83,4.0,13.964104194556002,19760.91,2268.69,17492.22,35,12.96970881912073,98.79518072289157,843.1198201887604,3,27.666666666666668,20.75,Observed local supply
Telephony,DF,82,82,4.097560975609756,13.414634146341465,11.0,4.878048780487805,4.0,82,10.0,13.220723803071365,7476.71,1427.17,6049.54,29,23.59138050165798,100.0,891.374588154713,3,27.333333333333332,20.5,Observed local supply
Auto,ES,80,79,3.949367088607595,18.9873417721519,15.0,8.75,7.0,80,11.0,16.50553587962963,13711.84,1880.47,11831.37,44,15.893932824347475,98.75,842.7853422636733,3,26.666666666666668,20.0,Observed local supply
Perfumery,DF,80,80,4.175,10.0,8.0,6.25,5.0,80,8.0,12.632304976851852,11176.23,1375.53,9800.7,37,14.035017906884201,100.0,785.5810934405735,3,26.666666666666668,20.0,Observed local supply
Fashion Bags Accessories,BA,69,69,4.101449275362318,13.043478260869565,9.0,10.144927536231885,7.0,69,7.0,17.64450801798175,8226.619999999999,1480.73,6745.89,26,21.950105916343134,100.0,1328.295764621741,3,23.0,17.25,Observed local supply
Consoles Games,RS,55,55,4.090909090909091,12.727272727272727,7.0,9.090909090909092,5.0,55,5.0,17.372223063973063,9321.84,1104.35,8217.49,24,13.439018483746255,100.0,949.4654814803113,3,18.333333333333332,13.75,Observed local supply
Books General Interest,MG,50,49,4.612244897959184,4.081632653061225,2.0,0.0,0.0,50,2.0,11.077173842592593,5418.95,948.43,4470.5199999999995,19,21.215205389977008,98.0,570.0900617987195,3,16.666666666666668,12.5,Observed local supply
Home Construction,RS,37,37,4.027027027027027,16.216216216216218,6.0,8.108108108108109,3.0,37,4.0,15.714054366866868,8664.1,1166.38,7497.72,17,15.556462497932705,100.0,843.4429796544977,3,12.333333333333334,9.25,Observed local supply
Food,MG,34,34,4.264705882352941,8.823529411764707,3.0,5.88235294117647,2.0,34,2.0,9.607437023420479,2685.38,622.29,2063.09,14,30.163007915311496,100.0,596.3060785211715,3,11.333333333333334,8.5,Observed local supply
Luggage Accessories,SC,34,34,4.323529411764706,8.823529411764707,3.0,2.941176470588235,1.0,34,3.0,13.996512118736383,7090.05,1223.18,5866.87,18,20.848936485724074,100.0,537.774015907035,3,11.333333333333334,8.5,Observed local supply
Art,RJ,31,31,4.161290322580645,9.67741935483871,3.0,3.225806451612903,1.0,31,3.0,13.41092069892473,3588.66,654.41,2934.25,13,22.30246229871347,100.0,403.0000478922496,3,10.333333333333334,7.75,Observed local supply
Market Place,MG,31,31,4.387096774193548,3.225806451612903,1.0,6.451612903225806,2.0,31,1.0,11.84192241636798,3410.3,585.25,2825.05,20,20.716447496504486,100.0,535.462761398034,3,10.333333333333334,7.75,Observed local supply
Unknown,DF,31,31,4.419354838709677,6.451612903225806,2.0,0.0,0.0,31,1.0,13.28366300776583,3118.58,539.76,2578.82,19,20.930503098316283,100.0,868.8714002738387,3,10.333333333333334,7.75,Observed local supply
Health Beauty,DF,219,218,4.174311926605505,11.46788990825688,25.0,7.76255707762557,17.0,219,19.0,13.132864979705733,34177.28,4634.46,29542.82,93,15.687263436598132,99.54337899543378,923.5089791076931,4,54.75,43.8,Observed local supply
Computers Accessories,BA,214,214,4.070093457943925,13.084112149532709,28.0,7.009345794392523,15.0,214,21.0,17.65051077362409,38502.91,5867.08,32635.83,74,17.977419296521642,100.0,1193.5119812220976,4,53.5,42.8,Observed local supply
Sports Leisure,DF,188,188,4.345744680851064,9.574468085106384,18.0,3.1914893617021276,6.0,188,14.0,12.517206153959812,26941.08,4473.8,22467.28,92,19.912512774131987,100.0,850.6328451684861,4,47.0,37.6,Observed local supply
Sports Leisure,ES,156,155,4.2,10.967741935483872,17.0,9.615384615384617,15.0,156,14.0,15.090889497269705,23897.31,3811.11,20086.2,85,18.973773038205337,99.35897435897436,836.9276660502995,4,39.0,31.2,Observed local supply
Perfumery,RS,143,143,4.419580419580419,7.6923076923076925,11.0,4.195804195804196,6.0,143,7.0,14.677858310670812,22877.74,2755.29,20122.45,54,13.692616952707052,100.0,959.39823390035,4,35.75,28.6,Observed local supply
Housewares,DF,121,120,4.208333333333333,10.0,12.0,0.8264462809917356,1.0,121,9.0,11.496960801193756,16187.45,3344.9900000000002,12842.46,81,26.04633380209088,99.17355371900827,792.5635767354271,4,30.25,24.2,Observed local supply
Construction Tools Construction,RJ,102,99,3.494949494949495,30.303030303030305,30.0,15.686274509803921,16.0,102,25.0,16.643266385257807,23676.1,3112.85,20563.25,45,15.137928099886933,97.05882352941177,493.2510267886499,4,25.5,20.4,Observed local supply
Perfumery,GO,80,80,4.2,12.5,10.0,3.75,3.0,80,8.0,13.974766637731483,11525.539999999999,1547.66,9977.88,31,15.510910133214672,100.0,749.600024570506,4,20.0,16.0,Observed local supply
Home Confort,MG,53,53,4.150943396226415,7.547169811320755,4.0,1.8867924528301887,1.0,53,4.0,13.163672257162823,9277.36,1179.77,8097.59,6,14.569396573548426,100.0,584.9325595105671,4,13.25,10.6,Observed local supply
Computers,SP,50,50,4.2,12.0,6.0,6.0,3.0,50,4.0,9.943580787037037,64371.71,2378.44,61993.270000000004,4,3.836610006215191,100.0,1072.658756780376,4,12.5,10.0,Observed local supply
Electronics,DF,50,50,4.48,8.0,4.0,2.0,1.0,50,3.0,10.381434490740741,3298.02,839.98,2458.04,19,34.1727555287953,100.0,683.0443917960168,4,12.5,10.0,Observed local supply
Home Construction,RJ,50,49,4.040816326530612,14.285714285714285,7.0,10.0,5.0,50,5.0,16.999438657407406,8503.18,1515.4,6987.78,20,21.686429738772546,98.0,406.11894798633176,4,12.5,10.0,Observed local supply
Garden Tools,DF,45,44,4.159090909090909,11.363636363636363,5.0,4.444444444444445,2.0,45,5.0,12.760558384773663,10668.42,1421.28,9247.14,24,15.369941408911297,97.77777777777777,731.8525428055041,4,11.25,9.0,Observed local supply
Home Appliances 2,RJ,45,44,4.068181818181818,13.636363636363635,6.0,6.666666666666667,3.0,45,4.0,13.089351851851852,30408.73,1586.22,28822.51,19,5.5034068857986345,97.77777777777777,420.34526471001874,4,11.25,9.0,Observed local supply
Stationery,DF,43,42,3.9523809523809526,16.666666666666664,7.0,9.30232558139535,4.0,43,5.0,14.675571167097331,5209.5599999999995,851.37,4358.19,24,19.534944552669803,97.67441860465117,843.8799880759034,4,10.75,8.6,Observed local supply
Home Appliances,PR,42,42,4.428571428571429,2.380952380952381,1.0,7.142857142857142,3.0,42,1.0,11.403085868606702,6855.16,1030.86,5824.3,12,17.69929433580001,100.0,481.5678351126813,4,10.5,8.4,Observed local supply
Food,RJ,41,41,4.195121951219512,17.073170731707318,7.0,9.75609756097561,4.0,41,3.0,15.96866982836495,3592.97,784.66,2808.31,16,27.940647578080767,100.0,496.7680298641314,4,10.25,8.2,Observed local supply
Construction Tools Construction,RS,34,34,4.411764705882353,5.88235294117647,2.0,8.823529411764707,3.0,34,1.0,14.709425040849673,6500.03,970.28,5529.75,24,17.546543695465434,100.0,860.6516500531817,4,8.5,6.8,Observed local supply
Bed Bath Table,RJ,1357,1337,3.7868362004487657,21.61555721765146,289.0,14.885777450257923,202.0,1357,232.0,16.795026483050847,175647.96,31396.17,144251.79,107,21.764839105289436,98.52616064848931,542.2665773146616,5,271.4,226.16666666666666,Observed local supply
Watches Gifts,MG,601,596,4.221476510067114,11.577181208053691,69.0,4.658901830282862,28.0,601,54.0,11.922657415110617,132311.65,10689.62,121622.03,40,8.789213598885006,99.16805324459234,484.13354563291347,5,120.2,100.16666666666667,Observed local supply
Toys,RS,200,199,4.266331658291457,9.547738693467336,19.0,6.5,13.0,200,15.0,14.460584780092592,33168.2,4493.64,28674.56,80,15.671173332738148,99.5,833.0789675472587,5,40.0,33.333333333333336,Observed local supply
Pet Shop,RJ,192,191,4.0680628272251305,16.75392670157068,32.0,10.9375,21.0,192,25.0,13.399259741512346,28865.74,4109.53,24756.21,54,16.59999652612415,99.47916666666667,459.4755251807841,5,38.4,32.0,Observed local supply
Telephony,SC,160,158,3.9050632911392404,15.822784810126583,25.0,10.625,17.0,160,15.0,16.65795753761574,13235.23,2763.61,10471.619999999999,33,26.39142749641412,98.75,596.7962143090741,5,32.0,26.666666666666668,Observed local supply
Luggage Accessories,RJ,113,110,4.254545454545455,12.727272727272727,14.0,12.389380530973451,14.0,113,12.0,12.797548139954113,18138.58,3540.9,14597.68,25,24.256594198530177,97.34513274336283,404.5845668744401,5,22.6,18.833333333333332,Observed local supply
Auto,DF,100,100,4.18,11.0,11.0,4.0,4.0,100,8.0,11.922029166666666,19843.61,2585.07,17258.54,52,14.97849760176701,100.0,854.3294351642985,5,20.0,16.666666666666668,Observed local supply
Pet Shop,RS,82,82,4.365853658536586,9.75609756097561,8.0,2.4390243902439024,2.0,82,1.0,13.706518038617887,13415.42,2517.71,10897.71,33,23.103110653522624,100.0,886.962938394831,5,16.4,13.666666666666666,Observed local supply
Fashion Bags Accessories,RS,77,77,4.311688311688312,6.493506493506493,5.0,3.896103896103896,3.0,77,4.0,14.923451629389131,9554.56,1382.09,8172.47,34,16.911533477638947,100.0,886.7995378190635,5,15.4,12.833333333333334,Observed local supply
Musical Instruments,RJ,73,71,3.9859154929577465,19.718309859154928,14.0,15.068493150684931,11.0,73,13.0,16.422119482496193,22142.670000000002,2080.41,20062.260000000002,32,10.369768909385083,97.26027397260275,488.76284180046855,5,14.6,12.166666666666666,Observed local supply
Fashion Bags Accessories,SC,72,72,4.25,8.333333333333332,6.0,11.11111111111111,8.0,72,4.0,15.547360789609051,7364.72,1406.35,5958.37,30,23.60293167426662,100.0,555.1636756867675,5,14.4,12.0,Observed local supply
Air Conditioning,RJ,58,57,4.105263157894737,15.789473684210526,9.0,8.620689655172415,5.0,58,7.0,12.962210049489144,17145.35,1549.05,15596.3,21,9.93216339772895,98.27586206896552,426.13289745738183,5,11.6,9.666666666666666,Observed local supply
Books General Interest,RJ,48,47,4.553191489361702,8.51063829787234,4.0,12.5,6.0,48,4.0,13.635515046296296,4846.75,803.32,4043.43,19,19.86729088917083,97.91666666666667,439.1768941241364,5,9.6,8.0,Observed local supply
Luggage Accessories,PR,48,48,4.520833333333333,2.083333333333333,1.0,0.0,0.0,48,0.0,10.094057918595679,7619.4800000000005,1261.43,6358.05,18,19.839888015979742,100.0,574.4787899728558,5,9.6,8.0,Observed local supply
Books Imported,SP,32,32,4.46875,9.375,3.0,3.125,1.0,32,2.0,5.077104311342593,2768.87,329.36,2439.5099999999998,3,13.50107193657743,100.0,73.105399513354,5,6.4,5.333333333333333,Observed local supply
Tablets Printing Image,SP,31,31,4.516129032258065,3.225806451612903,1.0,3.225806451612903,1.0,31,0.0,8.980592144563918,2752.47,302.71,2449.76,2,12.356720658350204,100.0,107.3948792679883,5,6.2,5.166666666666667,Observed local supply
Telephony,RJ,388,384,4.033854166666667,14.84375,57.0,11.082474226804123,43.0,388,44.0,13.934927035605194,43315.27,6888.92,36426.35,69,18.911914040248337,98.96907216494846,484.79073900021683,6,64.66666666666667,55.42857142857143,Observed local supply
Computers Accessories,GO,110,110,4.1,13.636363636363635,15.0,6.363636363636363,7.0,110,11.0,15.454450547138046,16733.0,2904.67,13828.33,54,21.00521176454424,100.0,842.3939289937861,6,18.333333333333332,15.714285714285714,Observed local supply
Garden Tools,ES,83,82,4.2560975609756095,10.975609756097562,9.0,10.843373493975903,9.0,83,7.0,14.448857373940205,13205.14,2713.51,10491.63,27,25.86356934051239,98.79518072289157,781.3234552628827,6,13.833333333333334,11.857142857142858,Observed local supply
Office Furniture,PR,53,53,3.8867924528301887,15.09433962264151,8.0,3.7735849056603774,2.0,53,6.0,19.17660704926625,18975.579999999998,4148.14,14827.44,12,27.976103764372002,100.0,458.4763118477697,6,8.833333333333334,7.571428571428571,Observed local supply
Small Appliances,RS,39,39,4.128205128205129,15.384615384615385,6.0,10.256410256410255,4.0,39,5.0,13.81823480531814,16529.69,1211.99,15317.7,21,7.91234976530419,100.0,665.7026561167453,6,6.5,5.571428571428571,Observed local supply
Small Appliances,PR,38,38,4.605263157894737,2.631578947368421,1.0,7.894736842105263,3.0,38,1.0,10.744973501461988,11367.26,908.97,10458.289999999999,28,8.691382625649128,100.0,448.5813798155362,6,6.333333333333333,5.428571428571429,Observed local supply
Baby,RS,197,197,4.279187817258883,11.16751269035533,22.0,6.091370558375635,12.0,197,18.0,13.74138971141192,32794.53,4905.5,27889.03,66,17.589353233152966,100.0,773.1164528318513,7,28.142857142857142,24.625,Observed local supply
Electronics,RS,157,156,4.108974358974359,14.102564102564102,22.0,7.006369426751593,11.0,157,15.0,14.803368350436426,11155.15,2776.34,8378.81,34,33.135254290287044,99.36305732484077,798.8330966056116,7,22.428571428571427,19.625,Observed local supply
Sports Leisure,GO,147,145,4.151724137931034,12.413793103448276,18.0,8.16326530612245,12.0,147,15.0,16.1176278659612,22714.47,3482.92,19231.55,81,18.11044871578214,98.63945578231292,765.3004351741713,7,21.0,18.375,Observed local supply
Stationery,RS,136,136,4.220588235294118,11.76470588235294,16.0,6.61764705882353,9.0,136,13.0,15.523863017429194,15582.83,2832.81,12750.02,45,22.218082795164243,100.0,872.8648726368502,7,19.428571428571427,17.0,Observed local supply
Consoles Games,MG,119,119,4.394957983193278,5.042016806722689,6.0,3.361344537815126,4.0,119,4.0,12.55099566215375,21764.329999999998,2181.36,19582.97,36,11.139066239697042,100.0,640.3892043600924,7,17.0,14.875,Observed local supply
Fashion Shoes,SP,82,82,4.2560975609756095,9.75609756097561,8.0,1.2195121951219512,1.0,82,5.0,11.800297679539296,7964.51,1275.8,6688.71,10,19.073932043697514,100.0,358.65144134676154,7,11.714285714285714,10.25,Observed local supply
Pet Shop,SC,79,79,4.291139240506329,6.329113924050633,5.0,2.5316455696202533,2.0,79,5.0,13.054697315986873,10775.8,1757.8,9018.0,35,19.49212685739632,100.0,600.867274412462,7,11.285714285714286,9.875,Observed local supply
Musical Instruments,MG,68,66,4.318181818181818,7.575757575757576,5.0,8.823529411764707,6.0,68,5.0,13.649291428376907,26860.780000000002,2181.09,24679.69,27,8.837590747695778,97.05882352941177,634.5628447976385,7,9.714285714285714,8.5,Observed local supply
Consoles Games,PR,38,38,3.9210526315789473,21.052631578947366,8.0,2.631578947368421,1.0,38,6.0,11.292683662280702,6397.99,749.17,5648.82,18,13.262415867384691,100.0,498.3009132831248,7,5.428571428571429,4.75,Observed local supply
Books General Interest,PR,33,33,4.848484848484849,0.0,0.0,6.0606060606060606,2.0,33,0.0,11.315478745791244,3549.5299999999997,616.1800000000001,2933.35,17,21.006017011266984,100.0,545.9369243440487,7,4.714285714285714,4.125,Observed local supply
Musical Instruments,PR,33,33,4.545454545454546,6.0606060606060606,2.0,6.0606060606060606,2.0,33,1.0,12.66089050224467,11193.73,983.14,10210.59,14,9.628630666788109,100.0,359.107779111885,7,4.714285714285714,4.125,Observed local supply
Bed Bath Table,RS,537,534,3.966292134831461,15.543071161048688,83.0,8.56610800744879,46.0,537,65.0,16.856477882095316,72428.18000000001,12387.23,60040.950000000004,77,20.631302469397966,99.44134078212291,881.298218381314,8,67.125,59.666666666666664,Observed local supply
Telephony,MG,450,447,4.212527964205816,10.51454138702461,47.0,5.333333333333334,24.0,450,37.0,12.045033667695474,41714.11,7693.84,34020.27,66,22.61545837231745,99.33333333333333,543.0085440339702,8,56.25,50.0,Observed local supply
Electronics,RJ,393,389,3.8688946015424164,20.051413881748072,78.0,17.048346055979643,67.0,393,63.0,16.872664010225236,33371.55,7846.34,25525.21,67,30.739570800788712,98.9821882951654,531.8313676635629,8,49.125,43.666666666666664,Observed local supply
Perfumery,MG,367,366,4.355191256830601,10.10928961748634,37.0,4.632152588555858,17.0,367,27.0,11.295072251236249,53810.26,6494.01,47316.25,74,13.72469289092014,99.7275204359673,475.7887287680287,8,45.875,40.77777777777778,Observed local supply
Stationery,RJ,294,291,4.020618556701031,17.525773195876287,51.0,13.60544217687075,40.0,294,42.0,16.543602922650543,37638.7,6422.77,31215.93,65,20.57529601072273,98.9795918367347,401.9082564962911,8,36.75,32.666666666666664,Observed local supply
